"indicator","reportyear","FIPS","County_Name","County_FIPS","parkaccess_n","parkaccess_d","parkaccess_pct","parkaccess_se_pct","parkaccess_rse","parkaccess_pctile","source","version","notes"
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021035,"Placer",6061,7431,7431,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021037,"Placer",6061,2135,2135,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021038,"Placer",6061,7632,7632,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021039,"Placer",6061,1242,1771,70.12987,0,NA,33.10663416,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021040,"Placer",6061,3493,3493,100,1.08758,3.64102868,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021043,"Placer",6061,3355,3355,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021044,"Placer",6061,5719,5719,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021045,"Placer",6061,2962,2962,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021046,"Placer",6061,4327,4754,91.01809,0,NA,49.49313486,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021103,"Placer",6061,3722,3797,98.02476,0.41469,4.61694673,58.30873861,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021106,"Placer",6061,2100,2230,94.1704,0.22582,11.43253478,52.9449506,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021108,"Placer",6061,2668,2668,100,0.49616,8.51104707,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021109,"Placer",6061,5012,5012,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021122,"Placer",6061,3463,3463,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021123,"Placer",6061,7260,7397,98.1479,0,NA,58.48838701,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021128,"Placer",6061,2686,2686,100,0.15676,8.463905837,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021129,"Placer",6061,3204,3204,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021130,"Placer",6061,2641,2641,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021131,"Placer",6061,5142,5142,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021203,"Placer",6061,3439,6536,52.61628,0,NA,24.06005389,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021204,"Placer",6061,592,2482,23.85173,0.61762,1.303443461,12.63954831,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021304,"Placer",6061,477,5307,8.98813,0.85544,3.586490372,7.981521879,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021309,"Placer",6061,7501,9552,78.52806,0.39261,4.368094364,38.36776594,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021322,"Placer",6061,1743,8762,19.89272,0.42015,1.95673982,11.4718337,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021401,"Placer",6061,1552,2569,60.41261,0.42646,2.14379934,27.99948672,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021403,"Placer",6061,5146,7000,73.51429,0.96485,2.437266008,35.18542282,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021501,"Placer",6061,1504,5979,25.15471,0.5274,1.991262458,13.17849352,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021502,"Placer",6061,3442,3554,96.84862,0.56115,2.230794949,56.44809444,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021603,"Placer",6061,4492,4549,98.74698,0.29305,9.299100711,59.59194149,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021604,"Placer",6061,154,3161,4.87188,0.16492,13.16180109,6.428846401,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021801,"Placer",6061,1271,4522,28.10703,0.3829,7.859388983,14.11523162,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021802,"Placer",6061,2859,5676,50.36998,0.66848,2.378337377,22.94366739,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021901,"Placer",6061,760,3060,24.8366,0.66365,1.337194706,13.07583729,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061021902,"Placer",6061,1852,4454,41.5806,0.78107,3.144834639,19.29937123,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061022002,"Placer",6061,2523,6481,38.92918,0.7385,1.776068647,18.24714487,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061022011,"Placer",6061,1293,1686,76.69039,0.60567,1.555825219,37.04606698,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061022013,"Placer",6061,1388,2934,47.30743,1.0297,4.417491327,21.6091364,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061022014,"Placer",6061,1642,1736,94.58525,0.92174,1.948404299,53.56088798,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061022400,"Placer",6061,4396,4396,100,0.54316,10.0311187,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061022500,"Placer",6061,3543,3879,91.33797,0,NA,49.78827153,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061022600,"Placer",6061,4840,4840,100,0.45162,5.213789377,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061022800,"Placer",6061,4320,4320,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061022900,"Placer",6061,5175,5175,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061023000,"Placer",6061,3191,3191,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061023100,"Placer",6061,6421,6491,98.92158,0,NA,59.88707815,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061023200,"Placer",6061,0,4960,0,0.1282,11.88776173,2.194276915,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061023300,"Placer",6061,0,4365,0,0,NA,2.194276915,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061023400,"Placer",6061,4143,4479,92.49833,0,NA,50.95598614,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061023500,"Placer",6061,2384,5159,46.21051,0.3936,5.246831705,21.1600154,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061023600,"Placer",6061,1115,4565,24.42497,0.69412,1.502082535,12.90902092,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061023700,"Placer",6061,330,3347,9.85958,0.6359,2.603483239,8.263826511,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061023800,"Placer",6061,575,3257,17.65428,0.5153,5.226388954,10.77890414,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6061023900,"Placer",6061,1663,3100,53.64516,0.66809,3.7842948,24.57333504,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6063000100,"Plumas",6063,3467,5500,63.03636,0.89564,1.932139125,29.33401771,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6063000201,"Plumas",6063,1381,1844,74.89154,0.65088,1.760865542,35.78852817,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6063000300,"Plumas",6063,3113,4760,65.39916,1.00982,4.021831685,30.61722058,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6063000400,"Plumas",6063,2258,2785,81.0772,0.68949,1.992697287,40.21557808,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6063000501,"Plumas",6063,7,2146,0.32619,0.74221,3.922305367,4.79917875,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6063000502,"Plumas",6063,298,1811,16.455,0.12309,37.73567553,10.38111125,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6065030103,"Riverside",6065,2105,2105,100,0.87126,5.294804011,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6065030104,"Riverside",6065,6672,6922,96.38833,0,NA,55.71666881,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6065030200,"Riverside",6065,4633,4633,100,0.22426,6.209315912,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6065030300,"Riverside",6065,4497,4497,100,0,NA,81.35506224,"HCI/CaLANDS Database","Wed13Dec17",""
"Percentage of the population living within a half-mile of a park, beach, or open space greater than 1 acre",2010,6065030400,"Riverside",6065,5711,6414,89.0396,0,NA,47.35018606,"HCI/CaLANDS Database","Wed13Dec17",""
